"","unique(bis$scientificName)"
"6032","Nagurus okinawaensis"
"6033","Hippa pacifica"
"6034","Pagurus imafukui"
"6035","Tetraclitella darwini"
"6036","Corophiidae"
"6037","Pagurus"
"6038","Schizophrys aspera"
"6039","Aniculus aniculus"
"6040","Petrolisthes coccineus"
"6041","Plagusia tuberculata"
"6042","Eucrate crenata"
"6043","Synalpheus tumidomanus"
"6044","Pylopagurus serpulophilus"
"6045","Oedignathus inermis"
"6046","Pugettia"
"6047","Sakaina"
"6048","Bataeus granulimanus"
"6049","Ocypode cordimana"
"6050","Oratosquilla woodmasoni"
"6051","Lophosquilla costata"
"6052","Anchisquilla fasciata"
"6053","Oratosquilla perpensa"
"6054","Dynoides artocanalis"
"6055","Macrobrachium nipponense"
"6056","Uca vocans"
"6057","Macrophthalmus"
"6058","Cirolanidae"
"6059","Gnorimosphaeroma pulchellum"
"6060","Gnorimosphaeroma iriei"
"6061","Carcinus mediterraneus"
"6062","Smilium scorpio"
"6063","Liocarcinus corrugatus"
"6064","Pseudopinnixa carinata"
"6065","Triops granarius"
"6066","Podophthalmus vigil"
"6067","Macrobrachium gracilirostre"
"6068","Cleistostoma dilatatum"
"6069","Synidotea"
"6070","Palaemon"
"6071","Alpheus"
"6072","Hemigrapsus sinensis"
"6073","Ptychognathus altimanus"
"6074","Ptychognathus capillidigitatus"
"6075","Parapyxidognathus deianira"
"6076","Triopsidae"
"6077","Ptychognathus barbatus"
"6078","Idoteidae"
"6079","Pinnotheres pholadis"
"6080","Matuta lunaris"
"6081","Penaeidae"
"6082","Ogyrides"
"6083","Upogebiidae"
"6084","Sphaeromatidae"
"6085","Exopalaemon orientis"
"6086","Tritodynamia rathbuni"
"6087","Callianassa petalura"
"6088","Leucosia anatum"
"6089","Heptacarpus pandaloides"
"6090","Polyonyx sinensis"
"6091","Upogebia"
"6092","Paratya compressa"
"6093","Leptestheria kawachiensis"
"6094","Branchinecta paludosa"
"6095","Triops"
"6096","Portunus hastatoides"
"6097","Acmaeopleura toriumii"
"6098","Pinnotheridae"
"6099","Geograpsus stormi"
"6100","Harpiosquilla melanoura"
"6101","Cyathura shinjikoensis"
"6102","Philyra taekoae"
"6103","Philyra iriomotensis"
"6104","Micippa platipes"
"6105","Thalamita crenata"
"6106","Leptodius sanguineus"
"6107","Leptodius gracilis"
"6108","Pilumnopeus marginatus"
"6109","Grapsus tenuicrustatus"
"6110","Metopograpsus thukuhar"
"6111","Pachygrapsus minutus"
"6112","Ilyograpsus nodulosus"
"6113","Ptychognathus"
"6114","Utica borneensis"
"6115","Gaetice ungulatus"
"6116","Chiromantes villosum"
"6117","Helice leachi"
"6118","Helice formosensis"
"6119","Uca dussumieri"
"6120","Tmethypocoelis ceratophora"
"6121","Macrophthalmus convexus"
"6122","Moguai pyriforme"
"6123","Utica gracilipes"
"6124","Uca tetragnon"
"6125","Uca coarctata"
"6126","Baptozius vinosus"
"6127","Clibanarius longitarsus"
"6128","Gnorimosphaeroma"
"6129","Penaeus monodon"
"6130","Caridina leucosticta"
"6131","Alpheus euphrosyne"
"6132","Crangon uritai"
"6133","Pleistacantha terribilis"
"6134","Munida andamanica"
"6135","Plesionika martia"
"6136","Penaeopsis eduardoi"
"6137","Polycheles typhlops"
"6138","Heterocarpus hayashii"
"6139","Sympagurus monstrosus"
"6140","Aristaeomorpha foliacea"
"6141","Chitonosphaera lata"
"6142","Diptera"
"6143","Caprella kroyeri"
"6144","Catapagurus doederleini"
"6145","Balanus reticulatus"
"6146","Synidotea hikigawaensis"
"6147","Latreutes planirostris"
"6148","Latreutes acicularis"
"6149","Caenestheriella gifuensis"
"6150","Stegocephalus inflatus"
"6151","Phippsiella minima"
"6152","Limnoculodes"
"6153","Hippa truncatifrons"
"6154","Branchinella kugenumaensis"
"6155","Harrovia elegans"
"6156","Bopyridae"
"6157","Armadillidiidae"
"6158","Ocypode sinensis"
"6159","Pilodius areolatus"
"6160","Ptychognathus glaber"
"6161","Epixanthus corrosus"
"6162","Cyclograpsus longipes"
"6163","Grapsus"
"6164","Uca"
"6165","Metopograpsus"
"6166","Paguristes"
"6167","Armadillidium vulgare"
"6168","Porcellio laevis"
"6169","Porcellio scaber"
"6170","Porcellionides pruinosus"
"6171","Trachelipidae"
"6172","Lucasioides"
"6173","Geograpsus grayi"
"6174","Sessilia"
"6175","Portunus"
"6176","Burmoniscus daitonensis"
"6177","Quelpartoniscus setoenis"
"6178","Burmoniscus tanabensis"
"6179","Lucasioides minakatai"
"6180","Venzillo longispinus"
"6181","Burmoniscus dasystylus"
"6182","Lucasioides nichinanensis"
"6183","Chlorodiella nigra"
"6184","Platypodia granulosa"
"6185","Actaeodes hirsutissimus"
"6186","Liomera cinctimana"
"6187","Lepto"
"6188","Etisus electra"
"6189","Charybdis granulata"
"6190","Calappa lophos"
"6191","Tritodynamia horvathi"
"6192","Charybdis feriata"
"6193","Pilumnus"
"6194","Penaeus"
"6195","Metapenaeus joyneri"
"6196","Metapenaeus moyebi"
"6197","Sicyonia japonica"
"6198","Plesionika izumiae"
"6199","Leptochela gracilis"
"6200","Leptochela sydniensis"
"6201","Rhynchocinetes uritai"
"6202","Palaemon gravieri"
"6203","Crangon"
"6204","Scyllarus kitanoviriosus"
"6205","Diogenes penicillatus"
"6206","Hadropenaeus lucasii"
"6207","Solenocera koelbeli"
"6208","Charybdis lucifera"
"6209","Scylla tranquebarica"
"6210","Metapenaeopsis lamellata"
"6211","Smilium"
"6212","Thompsonia japonica"
"6213","Hyastenus elongatus"
"6214","Actumnus squamosus"
"6215","Achaeus tuberculatus"
"6216","Charybdis bimaculata"
"6217","Calappa philargius"
"6218","Charybdis truncata"
"6219","Arcania undecimspinosa"
"6220","Philyra platycheira"
"6221","Paratymolus pubescens"
"6222","Helice"
"6223","Parapilumnus trispinosus"
"6224","Panulirus japonicus"
"6225","Nicolea gracilibranchis"
"6226","Brissus agassizii"
"6227","Tricellaria occidentalis"
"6228","Golfingia ikedi"
"6229","Arthropoma cecilii"
"6230","Henricia pachyderma"
"6231","Pyura sacciformis"
"6232","Didemnum moseleyi"
"6233","Amphiporus reguis"
"6234","Cnemidocarpa areolata"
"6235","Perophora japonica"
"6236","Phascolosoma scolops"
"6237","Didemnum translucidum"
"6238","Amphipholis squamata"
"6239","Molgula hozawai"
"6240","Aplidium yamazii"
"6241","Eudistoma"
"6242","Vosmaeropsis japonica"
"6243","Capitella capitata"
"6244","Craspedacusta sowerbyi"
"6245","Heteropora pelliculata"
"6246","Temnopleurus toreumaticus"
"6247","Clypeaster japonicus"
"6248","Asterina pectinifera"
"6249","Styela plicata"
"6250","Heterocentrotus trigonarius"
"6251","Amphiporus cervicalis"
"6252","Dofleinia armata"
"6253","Virgularia gustaviana"
"6254","Temnopleurus reevesii"
"6255","Sabeastarte indica"
"6256","Lytocarpia niger"
"6257","Linckia multifora"
"6258","Echinometra mathaei"
"6259","Fungia scutaria"
"6260","Ficopomatus enigmatus"
"6261","Pteroeides bankanense"
"6262","Styela clava"
"6263","Halocynthia hilgendorfi"
"6264","Pseudonereis variegata"
"6265","Filograna implexa"
"6266","Halocynthia roretzi"
"6267","Halosydna brevisetosa"
"6268","Thelepus japonicus"
"6269","Lepidasthenia izukai"
"6270","Chaetopterus variopedatus"
"6271","Perinereis nuntia"
"6272","Perinereis cultrifera"
"6273","Platynereis dumerilii"
"6274","Ophiothrix marenzelleri"
"6275","Ophiactis savignyi"
"6276","Eunice kobiensis"
"6277","Nereis pelagica"
"6278","Cirratulus cirratus"
"6279","Spirobranchus tetraceros"
"6280","Micropodarke dubia"
"6281","Mespilia globulus"
"6282","Patinapta ooplax"
"6283","Pisione crassa"
"6284","Pseudocentrotus depressus"
"6285","Lepidonotus helotypus"
"6286","Halla parthenopeia"
"6287","Lepidonotus elongatus"
"6288","Didemnum aspiculatum"
"6289","Aplidium pliciferum"
"6290","Aplidium multiplicatum"
"6291","Ophiothrix panchyendyta"
"6292","Ophiomusium lymani"
"6293","Eunice caribaea"
"6294","Nipponophyllum japonicum"
"6295","Glycera onomichiensis"
"6296","Sosane sulcata"
"6297","Siphonosoma cumanense"
"6298","Myzostoma bocki"
"6299","Myzostoma coriaceum"
"6300","Myzostoma ambiguum"
"6301","Trachelobdella okae"
"6302","Echinocardium cordatum"
"6303","Ophiothrix marengelleri"
"6304","Dynamena crisioides"
"6305","Pontogenia nuda"
"6306","Halichondria okadai"
"6307","Asterina coronata japonica"
"6308","Genetyllis castanea"
"6309","Eunice antennata"
"6310","Arabella iricolor"
"6311","Cirriformia punctata"
"6312","Discinidae"
"6313","Asterias amurensis"
"6314","Eupentacta chronhjelmi"
"6315","Anthopleura"
"6316","Halocynthia hispida"
"6317","Tylorrhynchus heterochaetus"
"6318","Perinereis numtia brevicirris"
"6319","Glycera chirori"
"6320","Diopatra bilobata"
"6321","Lumbrineris nipponica"
"6322","Balanoglossus misakiensis"
"6323","Luidia quinaria"
"6324","Prionocidaris baculosa"
"6325","Lovenia elongata"
"6326","Myxicola infundibulum"
"6327","Laganidae"
"6328","Travisia japonica"
"6329","Sipunculus nudus"
"6330","Scaphechinus mirabilis"
"6331","Astriclypeus manni"
"6332","Synaptidae"
"6333","Lingula unguis"
"6334","Paracondylactis hertwigi"
"6335","Abarenicola pacifica"
"6336","Balanoglossus carnosus"
"6337","Astropecten scoparius"
"6338","Perinereis nuntia breuicirris"
"6339","Thelepus japcniua"
"6340","Lingula"
"6341","Nemertinea"
"6342","Amaeana"
"6343","Pseudopotamilla myriops"
"6344","Limbrineris japonica"
"6345","Glycera clecipiens"
"6346","Synapta"
"6347","Urechis unicinctus"
"6348","Turbellaria"
"6349","Whitmania pigra"
"6350","Haemadyisa zeylanica japonica"
"6351","Nephtys caeca"
"6352","Glycera subaenea"
"6353","Cirriformia chrysoderma"
"6354","Ceratocephale wakasaensis"
"6355","Anelassorhynchus sabinus"
"6356","Spadella cephaloptera"
"6357","Perinereis bnevicirrus"
"6358","Thelepus"
"6359","Ascidia ahodori"
"6360","Halichondria panicea"
"6361","Goniada"
"6362","Anthopleura kurogane"
"6363","Streblosoma"
"6364","Pontodrilus matsushimensis"
"6365","Perinereis brevicirrus"
"6366","Hartmeyeria"
"6367","Sterocidaris sceptriferoides"
"6368","Glycera sbaenea"
"6369","Perinereis"
"6370","Anthopleura fuscoviridis"
"6371","Halichondria japonica"
"6372","Sabellastarte indica"
"6373","Haliclona permollis"
"6374","Notoplana parasitica"
"6375","Asterina batheri"
"6376","Cucumaria"
"6377","Pyura vittata"
"6378","Botryllus"
"6379","Anthopleura Japonica"
"6380","Didemnum"
"6381","Pomatoleios kraussi"
"6382","Planocera multitentaculata"
"6383","Styela partita"
"6384","Watersipora suboboidea"
"6385","Stichopus jponicus"
"6386","Aglaophenia whiteleggei"
"6387","Eupexaura"
"6388","Halichondria Japonica"
"6389","Perinereis vallata"
"6390","Nereis neoneanthes"
"6391","Naineris laevigata"
"6392","Terebella ehrenbergi"
"6393","Syllis amica"
"6394","Lepidasthenia occelata"
"6395","Nereis heterocirrata"
"6396","Lysidice collaris"
"6397","Heterocentrotus mammillatus"
"6398","Hydractinia epiconcha"
"6399","Archaster typicus"
"6400","Stylochus ijimai"
"6401","Solanderia secunda"
"6402","Ascidia sydneiensis"
"6403","Diplosoma mitsukurii"
"6404","Lingula shantungensis"
"6405","Hesionides unilamellata japonica"
"6406","Hesionides incisa"
"6407","Hesionides minima serrata"
"6408","Pareurythoe japonica"
"6409","Nereis multignatha"
"6410","Eunice longicirrata"
"6411","Pseudopotamilla occelata"
"6412","Demonax aulaconota"
"6413","Harmothoe imbricata"
"6414","Typosyllis alternata"
"6415","Trypanosyllis taeniaformis"
"6416","Symplegma reptans"
"6417","Typosyllis ehlersioides"
"6418","Anthopleura japonica"
"6419","Haliplanella luciae"
"6420","Hydrocoryne miurensis"
"6421","Typosyllis adamanteus"
"6422","Boccardia uncata"
"6423","Ficopomatus enigmaticus"
"6424","Macrorhynchia phoenicea"
"6425","Stereonephthya rubriflora"
"6426","Prionospio keusadensis"
"6427","Aonides"
"6428","Typosyllis monilata"
"6429","Typosyllis aciculata orientalis"
"6430","Typosyllis orientalis"
"6431","Typosyllis fasciata"
"6432","Palola siciliensis"
"6433","Nereis Heterocirrata"
"6434","Hesionides arenaria"
"6435","Polycarpa cryptocarpa"
"6436","Herdmania momus"
"6437","Rhodosoma turcicum"
"6438","Botryllus schlosseri"
"6439","Prostoma nigrifrons"
"6440","Tedania brevispiculata"
"6441","Microphthalmus hartmanae pacificus"
"6442","Trididemnum savignyi"
"6443","Aglaophenia suensoni"
"6444","Glycera alba"
"6445","Monodonta perplexa perplexa"
"6446","Monodonta labio confusa"
"6447","Nodilittorina radiata"
"6448","Cellana grata"
"6449","Turbo coronatus coreensis"
"6450","Chlorostoma xanthostigma"
"6451","Serpulorbis imbricatus"
"6452","Septifer virgatus"
"6453","Barbatia lima"
"6454","Anomia chinensis"
"6455","Acanthopleura japonica"
"6456","Acanthochitonidae"
"6457","Xenostrobus atratus"
"6458","Achanthochitona achates"
"6459","Cellana"
"6460","Montfortula picta"
"6461","Mondonta"
"6462","Nodilittorina trochoides"
"6463","Diloma suavis"
"6464","Barbatia virescens"
"6465","Monodonta"
"6466","Cephalaspidea"
"6467","Chlorostoma lischkei"
"6468","Bothropoma pilulum"
"6469","Anachis misera misera"
"6470","Rissoina"
"6471","Epitonium castum"
"6472","Cypraea gracilis"
"6473","Viriola tricincta"
"6474","Arcopsis symmetrica"
"6475","Lithophaga curta"
"6476","Protothaca jedoensis"
"6477","Epicodakia bella"
"6478","Nucula paulula"
"6479","Anisocorbula venusta"
"6480","Monodonta neritoides"
"6481","Homoiodoris japonica"
"6482","Dendrodoris rubra"
"6483","Acanthochiton"
"6484","Ischnochiton comptus"
"6485","Achanthochitona defilippii"
"6486","Lottia langfordi"
"6487","Morula musiva"
"6488","Ergalatax contractus"
"6489","Cypraea miliaris"
"6490","Pinctada martensii"
"6491","Patelloida pygmaea"
"6492","Turbo cornutus"
"6493","Saccostrea mordax"
"6494","Claudiconcha japonica"
"6495","Nipponacmea gloriosa"
"6496","Chlorostoma turbinatum"
"6497","Turbo stenogyrus"
"6498","Morula granulata"
"6499","Euplica scripta"
"6500","Cypraea labrolineata"
"6501","Conus capitaneus"
"6502","Musculus"
"6503","Telasco sufflatus"
"6504","Assiminea japonica"
"6505","Haloa japonica"
"6506","Glossaulax didyma"
"6507","Omphalius rusticus"
"6508","Thais bronni"
"6509","Reticunassa japonica"
"6510","Epitonium japonicum"
"6511","Mitra stictica"
"6512","Haliotis discus discus"
"6513","Irus mitis"
"6514","Crepidula onyx"
"6515","Dendrodoris arborescens"
"6516","Cryptoplax japonica"
"6517","Macroschisma dilatatum"
"6518","Granata lyrata"
"6519","Crepidula gravispinosus"
"6520","Saxidomus purpurata"
"6521","Pistris capsoides"
"6522","Placiphorella stimpsoni"
"6523","Onithochiton hirasei"
"6524","Haliotis diversicolor aquatilis"
"6525","Omphalius nigerrimus"
"6526","Omphalius pfeifferi pfeifferi"
"6527","Euplica scripta atladona"
"6528","Pyrene testudinaria tylerae"
"6529","Arca boucardi"
"6530","Latona cuneata"
"6531","Cerithium kobelti"
"6532","Cerithium lifuense"
"6533","Telasco velatus"
"6534","Siphonaria acmaeoides"
"6535","Primovula triticea"
"6536","Barnea manilensis"
"6537","Thais luteostoma"
"6538","Nipponacmea fuscoviridis"
"6539","Diodora sieboldi"
"6540","Lottia dorsuosa"
"6541","Nerita helicinoides"
"6542","Nerita plicata"
"6543","Nodilittorina vidua"
"6544","Littoraria pintado"
"6545","Stomatella planulata"
"6546","Eugina mendicaria"
"6547","Japeuthria cingulata"
"6548","Mancinella hippocastanus"
"6549","Monodonta labio"
"6550","Cypraea caputserpentis caputserpentis"
"6551","Haliotis varia"
"6552","Acanthopleura loochooana"
"6553","Separatista helicoides"
"6554","Vexilla vexillum"
"6555","Cypraea annulus"
"6556","Nerita polita"
"6557","Petricolirus aequistriatus"
"6558","Penitella kamakurensis"
"6559","Achatina fulica"
"6560","Gyrineum natator"
"6561","Truro coronatus coronatus"
"6562","Clithon retropicta"
"6563","Plocamopherus tilesii"
"6564","Scyllaea pelagica"
"6565","Calliostoma unicum"
"6566","Rhyssoplax kurodai"
"6567","Elysia atroviridis"
"6568","Solecurtus divaricatus"
"6569","Atrina pectinata"
"6570","Euhadra amaliae"
"6571","Phaedusa japonica"
"6572","Hipponix conica"
"6573","Aplysia oculifera"
"6574","Melibe papillosa"
"6575","Dendrodoris denisoni"
"6576","Cipangopaludina japonica"
"6577","Hiatella orientalis"
"6578","Notarchus punctatus"
"6579","Zafra mitriformis"
"6580","Tugali decussata"
"6581","Lamellaria kiiensis"
"6582","Sakuraeolis enosimensis"
"6583","Okadaia elegans"
"6584","Hipponix trigona"
"6585","Tectus pyramis"
"6586","Stomatolina rubra"
"6587","Stomatella impertusa"
"6588","Astralium haematragum"
"6589","Cymatium parthenopeum"
"6590","Barbatia virescens virescens"
"6591","Limaria hirasei"
"6592","Crassostrea nippona"
"6593","Cantharidus japonicus"
"6594","Herpetopoma pauperculus"
"6595","Chromodoris orientalis"
"6596","Monia umbonata"
"6597","Littoraria scabra"
"6598","Julia japonica"
"6599","Tyrannophaedusa aurantiaca"
"6600","Conus ebraeus"
"6601","Echininus cumingii spinulosus"
"6602","Fissilabia decollata"
"6603","Cypraea vitellus"
"6604","Nerita striata"
"6605","Semisulcospira morii"
"6606","Diala stricta"
"6607","Cyclophorus herklotsi"
"6608","Hyriopsis schlegeli"
"6609","Cipangopaludina chinensis laeta"
"6610","Semisulcospira libertina"
"6611","Kalinga ornata"
"6612","Agriodesma navicula"
"6613","Aplysia dactylomela"
"6614","Berthellina citrina"
"6615","Doriopsilla miniata"
"6616","Curveulima nishimurai"
"6617","Musculus pusio"
"6618","Mytilus coruscus"
"6619","Phacosoma japonicum"
"6620","Cypraea erosa"
"6621","Mytilopsis sallei"
"6622","Perna viridis"
"6623","Unio douglasiae nipponensis"
"6624","Anodonta woodiana"
"6625","Semisulcospira multigranosa"
"6626","Calliostoma multiliratum"
"6627","Tonna luteostoma"
"6628","Charonia lampas sauliae"
"6629","Fulgoraria hirasei"
"6630","Solidicorbula erythrodon"
"6631","Cryptonatica andoi"
"6632","Cancellaria spengleriana"
"6633","Niotha livescens"
"6634","Reticunassa festiva"
"6635","Ellobium chinense"
"6636","Haliotis madaka"
"6637","Ostrea denselamellosa"
"6638","Dolabella auricularia"
"6639","Euglandina rosea"
"6640","Paphia undulata"
"6641","Zeuxis castus"
"6642","Gyroscala lamellosa"
"6643","Spirostoma japonicum japonicum"
"6644","Cypraea boivinii"
"6645","Octopus vulgaris"
"6646","Bursatella leachii leachii"
"6647","Solen krusensternii"
"6648","Macoma sectior"
"6649","Tridacna maxima"
"6650","Monodonta australis"
"6651","Littoraria undulata"
"6652","Nodilittorina"
"6653","Cellana enneagona"
"6654","Turbo cinerea"
"6655","Drupella conus"
"6656","Drupa ricinus hadari"
"6657","Isognomon acutirostris"
"6658","Notoacmea"
"6659","Monodonta perplexa boninensis"
"6660","Thais savignyi"
"6661","Hinea fasciata"
"6662","Supplanaxis niger"
"6663","Paphia lischkei"
"6664","Sepia kobiensis"
"6665","Drupa morum morum"
"6666","Mitrella burchardi"
"6667","Notobryon wardi"
"6668","Hypselodoris festiva"
"6669","Acusta despecta sieboldiana"
"6670","Stenomelania rufescens"
"6671","Corbicula leana"
"6672","Omphalius pfeifferi carpenteri"
"6673","Tamanovalva limax"
"6674","Kelletia lischkei"
"6675","Musculus cupreus"
"6676","Kellia japonica"
"6677","Pseudoirus mirabilis"
"6678","Indoplanorbis exustus"
"6679","Atrina"
"6680","Rostanga orientalis"
"6681","Heteromacoma irus"
"6682","Aegista mackensii"
"6683","Lima vulgaris"
"6684","Chicoreus brunneus"
"6685","Trochus rota"
"6686","Goniodoris glabra"
"6687","Inversiunio reiniana yanagawaensis"
"6688","Cronia margariticola"
"6689","Leptochitonidae"
"6690","Mourgona osumi"
"6691","Semisulcospira reiniana"
"6692","Triphoridae"
"6693","Scapharca kagoshimensis"
"6694","Epitonium robillardi"
"6695","Assimineidae"
"6696","Melampus sincaporensis"
"6697","Acusta despecta despecta"
"6698","Phaeohelix phaeogramma phaeogramma"
"6699","Semisulcospira decipiens"
"6700","Lanceolaria oxyrhyncha"
"6701","Unio douglasiae biwae"
"6702","Anodonta calipygos"
"6703","Anodonta"
"6704","Cypraea moneta"
"6705","Paludinrela"
"6706","Cellena"
"6707","Strigatella litterata"
"6708","Strigatella zebra"
"6709","Siphonaria atra"
"6710","Paludinella"
"6711","Fulvia mutica"
"6712","Plicatula australis"
"6713","Inversidens"
"6714","Limnoperna fortunei"
"6715","Cantharidus callichroa"
"6716","Sinotaia quadrata histrica"
"6717","Dermatobranchus otome"
"6718","Tegillarca granosa"
"6719","Sinonovacula constricta"
"6720","Spurilla neapolitana"
"6721","Fossaria ollula"
"6722","Euhadra sandai kuramana"
"6723","Aegista vulgivaga vulgivaga"
"6724","Melampus nuxeastaneus"
"6725","Pomacea canaliculata"
"6726","Pseudomphala latericea miyazakii"
"6727","Unio"
"6728","Lanceolaria grayana"
"6729","Euhadra"
"6730","Hapalochlaena fasciata"
"6731","Bradybaenidae"
"6732","Mitrella martensi"
"6733","Mya arenaria oonogai"
"6734","Venatomya truncata"
"6735","Euspira fortunei"
"6736","Nipponacmea radula"
"6737","Nipponacmea nigrans"
"6738","Strombus japonicus"
"6739","Phenacolepas planata"
"6740","Potamocorbula laevis"
"6741","Natica tigrina"
"6742","Platevindex"
"6743","Onchidiidae"
"6744","Laemodonta siamensis"
"6745","Estellarca olivacea"
"6746","Pinna bicolor"
"6747","Macroschisma sinense"
"6748","Mactra veneriformis"
"6749","Solen gordonis"
"6750","Soletellina boeddinghausi"
"6751","Japanacteon nipponensis"
"6752","Iravadia sakaguchii"
"6753","Dreissenidae"
"6754","Satsuma japonica japonica"
"6755","Gyraulus chinensis"
"6756","Physa acuta"
"6757","Pinctada margaritifera"
"6758","Gafrarium tumidum"
"6759","Assiminea parasitologica"
"6760","Didontoglossa koyasensis"
"6761","Euhadra sandai communis"
"6762","Nerita ocellata"
"6763","Ruditapes variegatus"
"6764","Nerita incerta"
"6765","Nipponacmea boninensis"
"6766","Vasum turbinellum"
"6767","Trochus maculatus"
"6768","Lambis lambis"
"6769","Clypeomorus petrosa chemnitziana"
"6770","Chama ambigua"
"6771","Mammilla melanostoma"
"6772","Parupeneus barberinoides"
"6773","Chromis notata notata"
"6774","Pteragogus aurigarius"
"6775","Halichoeres poecilopterus"
"6776","Cirrhilabrus temminckii"
"6777","Semicossyphus reticulatus"
"6778","Halichoeres nebulosus"
"6779","Scarus ovifrons"
"6780","Scarus ghobban"
"6781","Chaetodon speculum"
"6782","Gomphosus varius"
"6783","Coradion altivelis"
"6784","Chromis fumea"
"6785","Macropharyngodon negrosensis"
"6786","Thalassoma jansenii"
"6787","Hemigymnus fasciatus"
"6788","Marphysa"
"6789","Lingula anatina"
"6790","Acropora digitifera"
"6791","Acartia steueri"
"6792","Galkinius"
"6793","Aegyria foissneri"
"6794","Aplanochytrium kerguelense"
"6795","Acartia hongi"
"6796","Muggiaea"
"6797","Sinocalanus tenellus"
"6798","Pegea confoederata"
"6799","Metoncholaimus"
"6800","Enoploides"
"6801","Araeolaimus"
"6802","Chromadorita"
"6803","Marylynnia"
"6804","Ironidae"
"6805","Bathyeurystomina"
"6806","Daptonema"
"6807","Enoplolaimus"
"6808","Metachromadora"
"6809","Diplolaimella"
"6810","Desmoscolex"
"6811","Synodontium"
"6812","Scolionema suvaense"
"6813","Epizoanthus planus"
"6814","Morbakka virulenta"
"6815","Aurelia"
"6816","Atrochromadora"
"6817","Diplopeltula"
"6818","Halalaimus"
"6819","Axonolaimus"
"6820","Oncholaimus"
"6821","Pareurystomina"
"6822","Molgolaimus"
"6823","Dolicholaimus"
"6824","Enoplus"
"6825","Oxystomina"
"6826","Campylaimus"
"6827","Chromadora"
"6828","Setoplectus"
"6829","Dorylaimus"
"6830","Neotonchus"
"6831","Siphonolaimus"
"6832","Comesoma"
"6833","Viscosia"
"6834","Camacolaimus"
"6835","Symplocostoma"
"6836","Metalinhomoeus"
"6837","Alphaproteobacteria"
"6838","Gammaproteobacteria"
"6839","Flavobacteriia"
"6840","Cyanobacteria"
"6841","Kelleria japonica"
"6842","Kelleria pararegalis"
"6843","Zonosagitta nagae"
"6844","Arcuatula senhousia"
"6845","Potamocorbula"
"6846","Theora lubrica"
"6847","Raeta pulchella"
"6848","Sternaspis costata"
"6849","Lumbrineris heteropoda"
"6850","Lumbrineris longifolia"
"6851","Chaetozone"
"6852","Nephtys oligobranchia"
"6853","Hediste japonica"
"6854","Prionospio (Minuspio) japonica"
"6855","Prionospio (Minuspio)"
"6856","Eteone"
"6857","Crassostrea angulata"
"6858","Crassostrea dianbaiensis"
"6859","Alatina"
"6860","Carybdea brevipedalia"
"6861","Excirolana chiltoni"
"6862","Talitridae"
"6863","Haustorioides japonicus"
"6864","Veremolpa micra"
"6865","Nipponomysis imparis"
"6866","Donax kiusiuensis"
"6867","Oedicerotidae"
"6868","Archaeomysis japonica"
"6869","Isaeidae"
"6870","Pontogeneiidae"
"6871","Chaetoceros tenuissimus"
"6872","Perinereis shikueii"
"6873","Perinereis mictodonta"
"6874","Perinereis wilsoni"
"6875","Maeotias marginata"
"6876","Blackfordia virginica"
"6877","Parvocalanus crassirostris"
"6878","Pseudodiaptomus inopinus"
"6879","Pseudodiaptomus yamato"
"6880","Pseudodiaptomus japonicus"
"6881","Simplisetia erythraeensis"
"6882","Malo maxima"
"6883","Anadara kagoshimensis"
"6884","Batillaria attramentaria"
"6885","Taeniogyrus verruculosus"
"6886","Scoliorhapis sesokoensis"
"6887","Lipotrapeza littoralis"
"6888","Haustorioides koreanus"
"6889","Eunotogramma"
"6890","Grammatophora"
"6891","Opephora"
"6892","Diatomaceae"
"6893","Achnanthidium"
"6894","Planothidium"
"6895","Catenula"
"6896","Gomphonemopsis"
"6897","Rhoicosphenia"
"6898","Odontella"
"6899","Hydrosera"
"6900","Rhaphoneis"
"6901","Ulnaria"
"6902","Encyonema"
"6903","Gomphonema"
"6904","Reimeria"
"6905","Trachyneis"
"6906","Hantzschia"
"6907","Aulacoseira"
"6908","Clistocoeloma villosum"
"6909","Marginopora"
"6910","Calcarina"
"6911","Hymeniacidon sinapium"
"6912","Carybdea sivickisi"
"6913","Lobophytum crassum"
"6914","Poritidae"
"6915","Acropora solitaryensis"
"6916","Ilyella"
"6917","Notoplana humilis"
"6918","Broderipia iridescens"
"6919","Eulima bifascialis"
"6920","Monetaria caputserpentis caputserpentis"
"6921","Monetaria annulus"
"6922","Echinolittorina cecillei"
"6923","Nerita (Ritena) plicata"
"6924","Ctenoides lischkei"
"6925","Dolabrifera dolabrifera"
"6926","Mitra paupercula"
"6927","Chelidonura amoena"
"6928","Gymnodoris alba"
"6929","Phyllidiopsis fissuratus"
"6930","Pleurobranchus peronii"
"6931","Sepia (Sepia) latimanus"
"6932","Sepioteuthis lessoniana"
"6933","Abdopus aculeatus"
"6934","Gastrolepidia clavigera"
"6935","Heteropilumnus ciliatus"
"6936","Calcinus latens"
"6937","Macrophthalmus (Mopsocarcinus) boscii"
"6938","Liomera venosa"
"6939","Echinometra"
"6940","Echinometra oblonga"
"6941","Stomopneustes variolaris"
"6942","Echinostrephus molaris"
"6943","Afrocucumis africana"
"6944","Stichopus chloronotus"
"6945","Bohadschia argus"
"6946","Ophiocoma scolopendrina"
"6947","Fromia indica"
"6948","Fromia milleporella"
"6949","Ophidiaster cribrarius"
"6950","Acantharia"
"6951","Diphyes"
"6952","Sagitta maxima"
"6953","Temora stylifera"
