"","Taxon","NamID","fieldNumber","references"
"6156","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1181","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/35271"
"6157","Shinkaia crosnieri","North Knoll, Iheya Ridge","6K#1300","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/118368"
"6158","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0400","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050047550"
"6159","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0400","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050047549"
"6160","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","6K#0759","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/25509"
"6161","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1615","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/146377"
"6162","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1348","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/84290"
"6163","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1617","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147601"
"6164","Shinkaia crosnieri","Izena Cauldron","HPD#1311","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/102099"
"6165","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002505"
"6166","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054755"
"6167","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1352","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011308"
"6168","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1277","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/19461"
"6169","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002644"
"6170","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0869","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/26034"
"6171","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1615","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/146408"
"6172","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010637"
"6173","Shinkaia crosnieri","North Knoll, Iheya Ridge","KAIKO#0538","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/116744"
"6174","Shinkaia crosnieri","Izena Cauldron","HPD#1329","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027479"
"6175","Shinkaia crosnieri","Sakai","HPD#1770","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150044496"
"6176","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1617","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147619"
"6177","Shinkaia crosnieri","Sakai","2K#0674","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/27024"
"6178","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1096","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/95218"
"6179","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187141"
"6180","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0295","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/52940"
"6181","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0587","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/46143"
"6182","Shinkaia crosnieri","SPOT, Hatoma Knoll","6K#1000","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/104848"
"6183","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1037","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002659"
"6184","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1037","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002660"
"6185","Shinkaia crosnieri","Sakai","HPD#1245, HPD#1246, HPD#1247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110048175"
"6186","Shinkaia crosnieri","Sakai","HPD#1183","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/71673"
"6187","Shinkaia crosnieri","Sakai","HPD#1860","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187190"
"6188","Shinkaia crosnieri","Sakai","6K#1422","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150045376"
"6189","Shinkaia crosnieri","Irabu Knoll","HPD#1624","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/148790"
"6190","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1344","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/77210"
"6191","Shinkaia crosnieri","Izena Cauldron","HPD#0209","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/35533"
"6192","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1189","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/125837"
"6193","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/146940"
"6194","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1275","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/22010"
"6195","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1615","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041475"
"6196","Shinkaia crosnieri","North Knoll, Iheya Ridge","3K#0465","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/69450"
"6197","Shinkaia crosnieri","Sakai","2K#0546","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/100690"
"6198","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","2K#1268","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010938"
"6199","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1030","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/27901"
"6200","Shinkaia crosnieri","Izena Cauldron","HPD#1313","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/102577"
"6201","Shinkaia crosnieri","North Knoll, Iheya Ridge","KAIKO#0811","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1180057597"
"6202","Shinkaia crosnieri","Minami-Ensei Knoll","HPD#1328","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/102335"
"6203","Shinkaia crosnieri","Irabu Knoll","HPD#1330","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/103778"
"6204","Shinkaia crosnieri","Sakai","6K#1420","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/197511"
"6205","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1103","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/19978"
"6206","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147012"
"6207","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/188488"
"6208","Shinkaia crosnieri","Izena Cauldron","HPD#0215","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/35580"
"6209","Shinkaia crosnieri","SPOT, Hatoma Knoll","6K#1001","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/104974"
"6210","Shinkaia crosnieri","Sakai","HPD#1860","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187337"
"6211","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1032","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/10160"
"6212","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147030"
"6213","Shinkaia crosnieri","Irabu Knoll","6K#1301","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/118393"
"6214","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0588","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/162048"
"6215","Shinkaia crosnieri","Sakai","2K#0672","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/35204"
"6216","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1449","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/138794"
"6217","Shinkaia crosnieri","Izena Cauldron","HPD#1329","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027521"
"6218","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1592","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1130040450"
"6219","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1352","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/47665"
"6220","Shinkaia crosnieri","SPOT, Hatoma Knoll","6K#0967","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/163522"
"6221","Shinkaia crosnieri","Irabu Knoll","6K#0567","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/38558"
"6222","Shinkaia crosnieri","Sakai","6K#1420","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/197694"
"6223","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030008867"
"6224","Shinkaia crosnieri","North Knoll, Iheya Ridge","KAIKO#0537","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031138"
"6225","Shinkaia crosnieri","Irabu Knoll","HPD#1330","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027530"
"6226","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0709","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/26214"
"6227","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1359","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/46721"
"6228","Shinkaia crosnieri","Izena Cauldron","HPD#0397","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/17141"
"6229","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041509"
"6230","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147118"
"6231","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0067","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/48080"
"6232","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0400","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050016121"
"6233","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1614","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147126"
"6234","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1613","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041391"
"6235","Shinkaia crosnieri","Sakai","HPD#1858","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054579"
"6236","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1098","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/107276"
"6237","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","HPD#0123","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/99737"
"6238","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041518"
"6239","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1612","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041356"
"6240","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1345","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/77327"
"6241","Shinkaia crosnieri","Izena Cauldron","HPD#1329","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/103153"
"6242","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1615","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041482"
"6243","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0400","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050047552"
"6244","Shinkaia crosnieri","Izena Cauldron","HPD#1329","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/103156"
"6245","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0399","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/56208"
"6246","Shinkaia crosnieri","Sakai","2K#0614","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/101061"
"6247","Shinkaia crosnieri","Sakai","HPD#1860","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054714"
"6249","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","6K#0565","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/63260"
"6250","Shinkaia crosnieri","Izena Cauldron","HPD#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/71868"
"6251","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1269","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010989"
"6252","Shinkaia crosnieri","North Knoll, Iheya Ridge","KAIKO#0811","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1180057668"
"6253","Shinkaia crosnieri","North Knoll, Iheya Ridge","KAIKO#0811","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1180057669"
"6254","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1270","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010992"
"6255","Shinkaia crosnieri","Izena Cauldron","HPD#1311","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/101993"
"6256","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","6K#0565","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/63277"
"6257","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1862","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187713"
"6258","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0066","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/18417"
"6259","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","6K#0565","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/63278"
"6260","Shinkaia crosnieri","Minami-Ensei Knoll","HPD#1328","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027284"
"6261","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1186","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/12305"
"6262","Shinkaia crosnieri","Izena Cauldron","HPD#1314","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/102773"
"6263","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1760","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/171794"
"6264","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1862","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187738"
"6265","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1331","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027569"
"6266","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","2K#1274","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/86133"
"6267","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1039","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/57940"
"6268","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#0975","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004686"
"6269","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1602","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/144062"
"6270","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0400","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013193"
"6271","Shinkaia crosnieri","North Knoll, Iheya Ridge","KAIKO#0795","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1180059349"
"6272","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1610","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041302"
"6273","Shinkaia crosnieri","North Knoll, Iheya Ridge","2K#1097","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/95514"
"6274","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1760","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/171854"
"6275","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1617","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147542"
"6276","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","HPD#1622","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042281"
"6277","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1862","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187865"
"6278","Shinkaia crosnieri","North Knoll, Iheya Ridge","6K#1300","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/118268"
"6279","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1181","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/14344"
"6280","Shinkaia crosnieri","Irabu Knoll","6K#1301","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/118269"
"6281","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0401","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/35990"
"6282","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/165906"
"6283","Shinkaia crosnieri","Sakai","6K#1420","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/205901"
"6284","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1446","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/138343"
"6285","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","2K#1274","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/86172"
"6286","Shinkaia crosnieri","Sakai","HPD#1770","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/171954"
"6287","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1862","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187938"
"6288","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1617","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041571"
"6289","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#0218","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/45691"
"6290","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1862","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187970"
"6291","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1760","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/172016"
"6292","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010638"
"6293","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002646"
"6294","Shinkaia crosnieri","Sakai","HPD#1770","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150044497"
"6295","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1862","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/187987"
"6296","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1593","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/144775"
"6297","Shinkaia crosnieri","Izena Cauldron","HPD#1329","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027480"
"6298","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002651"
"6299","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1326","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/101202"
"6300","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","2K#1271","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011038"
"6301","Shinkaia crosnieri","Sakai","HPD#1770","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/172465"
"6302","Shinkaia crosnieri","Izena Cauldron","HPD#1311","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/109953"
"6303","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","6K#0561","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/63048"
"6304","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1312","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/109955"
"6305","Shinkaia crosnieri","Sakai","HPD#1858","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054529"
"6306","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#0711","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/48403"
"6307","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1617","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/147629"
"6308","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#1038","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002663"
"6309","Shinkaia crosnieri","SPOT, Yonaguni Knoll IV","2K#1267","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/84926"
"6310","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1613","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/167191"
"6311","Shinkaia crosnieri","Irabu Knoll","HPD#1332","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027730"
"6312","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1769","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/172489"
"6313","Shinkaia crosnieri","Sakai","HPD#1770","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/172487"
"6314","Shinkaia crosnieri","SPOT, Hatoma Knoll","2K#1353","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/1134"
"6315","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1769","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/172491"
"6316","Shinkaia crosnieri","SPOT, Hatoma Knoll","HPD#0067","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/15477"
"6317","Shinkaia crosnieri","North Knoll, Iheya Ridge","HPD#1615","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041476"
