Taxon,NamID,fieldNumber,references,freq
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017943,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028176,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017927,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0314,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2040012965,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014487,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1646,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042782,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1646,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042781,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028756,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028233,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017807,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028235,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0965,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000621,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018061,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028172,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017999,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028193,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1646,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042784,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018039,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028198,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018002,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1650,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042929,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1377,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120032008,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018036,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1116,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005570,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028191,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017937,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018012,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005603,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018047,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1650,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042910,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028219,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1645,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042776,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1645,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042774,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1650,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042911,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017809,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028171,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017867,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1006,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005065,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017907,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018062,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028175,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0630,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2060007184,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018074,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028162,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1646,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042822,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1006,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005029,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028181,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017797,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028187,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028190,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028771,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017939,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/14742,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017998,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028241,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1645,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042799,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028248,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017993,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1006,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980014329,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018004,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017805,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017849,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017905,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018060,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018056,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017893,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018059,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/44301,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028164,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017817,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1646,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042818,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014414,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1116,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005575,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028212,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028163,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0631,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/56476,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1645,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042793,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1113,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005543,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1009,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005059,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017913,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1651,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042866,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028215,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017923,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028178,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1646,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042780,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014425,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017791,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1651,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042887,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028184,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028183,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1113,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005525,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017935,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017941,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028767,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028245,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014491,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1113,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005528,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1377,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120032009,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028769,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028246,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017803,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017857,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1113,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005544,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017895,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017801,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017885,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028758,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014486,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017837,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018064,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018045,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014480,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0965,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000624,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018050,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028209,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0971,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000726,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028230,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1650,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042914,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014479,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028762,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017919,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/44305,460
Bathymodiolus septemdierum,Myojin Knoll,,https://www.jstage.jst.go.jp/article/pbr/11/3/11_B110302/_pdf,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1645,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042785,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028177,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017799,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028766,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1115,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014427,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017784,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1493,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1130036394,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1651,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042921,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017901,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1519,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1130037231,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1115,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/33394,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028242,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017995,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014489,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1376,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120032007,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028217,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0965,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000615,460
Bathymodiolus septemdierum,Myojin Knoll,2K#0954,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970015641,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0965,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000619,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#0965,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000622,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1650,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042912,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028168,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017881,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017897,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017831,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1113,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005526,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1006,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980014478,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1012,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005083,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017989,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017813,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014447,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1651,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042917,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018048,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1650,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042930,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017811,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028174,460
Bathymodiolus septemdierum,Myojin Knoll,KMROV#0020,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1160051722,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017793,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028753,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1288,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028751,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1112,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014497,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017865,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017798,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1519,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1130037232,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028167,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1284,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028165,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017776,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1127,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018051,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1006,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005047,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017875,460
Bathymodiolus septemdierum,Myojin Knoll,HPD#1126,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017891,460
Bathymodiolus septemdierum,Myojin Knoll,2K#1009,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005053,460
